@relation TestInstances

@attribute ID numeric
@attribute CUMULATIVE_CONTENT_CONSISTENCY numeric
@attribute AVG_CELL_LENGTH numeric
@attribute AVG_COLS numeric
@attribute AVG_ROWS numeric
@attribute RATIO_ALPHABETICAL numeric
@attribute STD_DEV_COLS numeric
@attribute MAX_COLS numeric
@attribute STD_DEV_ROWS numeric
@attribute LOCAL_AVG_LENGTH_COL_0 numeric
@attribute LOCAL_AVG_LENGTH_COL_1 numeric
@attribute LOCAL_AVG_LENGTH_COL_2 numeric
@attribute LOCAL_AVG_LENGTH_COL_3 numeric
@attribute LOCAL_AVG_LENGTH_COL_4 numeric
@attribute LOCAL_AVG_LENGTH_COL_5 numeric
@attribute LOCAL_AVG_LENGTH_ROW_0 numeric
@attribute LOCAL_AVG_LENGTH_ROW_1 numeric
@attribute LOCAL_AVG_LENGTH_ROW_2 numeric
@attribute LOCAL_AVG_LENGTH_ROW_3 numeric
@attribute LOCAL_AVG_LENGTH_ROW_4 numeric
@attribute LOCAL_AVG_LENGTH_ROW_5 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_1 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_2 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_3 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_4 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_5 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_1 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_2 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_3 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_4 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_5 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_0 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_1 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_2 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_3 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_4 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_5 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_0 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_1 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_2 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_3 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_4 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_5 numeric
@attribute LOCAL_RATIO_IMAGE_COL_0 numeric
@attribute LOCAL_RATIO_IMAGE_COL_1 numeric
@attribute LOCAL_RATIO_IMAGE_COL_2 numeric
@attribute LOCAL_RATIO_IMAGE_COL_3 numeric
@attribute LOCAL_RATIO_IMAGE_COL_4 numeric
@attribute LOCAL_RATIO_IMAGE_COL_5 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_0 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_1 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_2 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_3 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_4 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_5 numeric
@attribute LOCAL_RATIO_INPUT_COL_0 numeric
@attribute LOCAL_RATIO_INPUT_COL_1 numeric
@attribute LOCAL_RATIO_INPUT_COL_2 numeric
@attribute LOCAL_RATIO_INPUT_COL_3 numeric
@attribute LOCAL_RATIO_INPUT_COL_4 numeric
@attribute LOCAL_RATIO_INPUT_COL_5 numeric
@attribute LOCAL_RATIO_INPUT_ROW_0 numeric
@attribute LOCAL_RATIO_INPUT_ROW_1 numeric
@attribute LOCAL_RATIO_INPUT_ROW_2 numeric
@attribute LOCAL_RATIO_INPUT_ROW_3 numeric
@attribute LOCAL_RATIO_INPUT_ROW_4 numeric
@attribute LOCAL_RATIO_INPUT_ROW_5 numeric
@attribute LOCAL_RATIO_SELECT_COL_0 numeric
@attribute LOCAL_RATIO_SELECT_COL_1 numeric
@attribute LOCAL_RATIO_SELECT_COL_2 numeric
@attribute LOCAL_RATIO_SELECT_COL_3 numeric
@attribute LOCAL_RATIO_SELECT_COL_4 numeric
@attribute LOCAL_RATIO_SELECT_COL_5 numeric
@attribute LOCAL_RATIO_SELECT_ROW_0 numeric
@attribute LOCAL_RATIO_SELECT_ROW_1 numeric
@attribute LOCAL_RATIO_SELECT_ROW_2 numeric
@attribute LOCAL_RATIO_SELECT_ROW_3 numeric
@attribute LOCAL_RATIO_SELECT_ROW_4 numeric
@attribute LOCAL_RATIO_SELECT_ROW_5 numeric
@attribute LOCAL_RATIO_COLON_COL_0 numeric
@attribute LOCAL_RATIO_COLON_COL_1 numeric
@attribute LOCAL_RATIO_COLON_COL_2 numeric
@attribute LOCAL_RATIO_COLON_COL_3 numeric
@attribute LOCAL_RATIO_COLON_COL_4 numeric
@attribute LOCAL_RATIO_COLON_COL_5 numeric
@attribute LOCAL_RATIO_COLON_ROW_0 numeric
@attribute LOCAL_RATIO_COLON_ROW_1 numeric
@attribute LOCAL_RATIO_COLON_ROW_2 numeric
@attribute LOCAL_RATIO_COLON_ROW_3 numeric
@attribute LOCAL_RATIO_COLON_ROW_4 numeric
@attribute LOCAL_RATIO_COLON_ROW_5 numeric
@attribute LOCAL_RATIO_COMMA_COL_0 numeric
@attribute LOCAL_RATIO_COMMA_COL_1 numeric
@attribute LOCAL_RATIO_COMMA_COL_2 numeric
@attribute LOCAL_RATIO_COMMA_COL_3 numeric
@attribute LOCAL_RATIO_COMMA_COL_4 numeric
@attribute LOCAL_RATIO_COMMA_COL_5 numeric
@attribute LOCAL_RATIO_COMMA_ROW_0 numeric
@attribute LOCAL_RATIO_COMMA_ROW_1 numeric
@attribute LOCAL_RATIO_COMMA_ROW_2 numeric
@attribute LOCAL_RATIO_COMMA_ROW_3 numeric
@attribute LOCAL_RATIO_COMMA_ROW_4 numeric
@attribute LOCAL_RATIO_COMMA_ROW_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_0 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_2 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_3 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_0 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_2 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_3 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_5 numeric
@attribute LOCAL_RATIO_HEADER_COL_0 numeric
@attribute LOCAL_RATIO_HEADER_COL_1 numeric
@attribute LOCAL_RATIO_HEADER_COL_2 numeric
@attribute LOCAL_RATIO_HEADER_COL_3 numeric
@attribute LOCAL_RATIO_HEADER_COL_4 numeric
@attribute LOCAL_RATIO_HEADER_COL_5 numeric
@attribute LOCAL_RATIO_HEADER_ROW_0 numeric
@attribute LOCAL_RATIO_HEADER_ROW_1 numeric
@attribute LOCAL_RATIO_HEADER_ROW_2 numeric
@attribute LOCAL_RATIO_HEADER_ROW_3 numeric
@attribute LOCAL_RATIO_HEADER_ROW_4 numeric
@attribute LOCAL_RATIO_HEADER_ROW_5 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_0 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_2 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_3 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_0 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_2 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_3 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_5 numeric
@attribute CLASS {LAYOUT,RELATION,ENTITY,MATRIX,OTHER}

@data
5572,2.333333,5.111111,6,3,0.222222,0,6,0,11.666667,3.333333,3.333333,3.333333,3.333333,5.666667,5.333333,4.833333,4.833333,4.833333,4.833333,5.166667,20.222222,0.888889,0.888889,0.888889,0.888889,0.222222,34.222222,2.138889,2.138889,2.138889,2.138889,3.472222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.666667,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0,0.666667,0,0,0,0,0,MATRIX
5573,2,3.142857,7,2,0.142857,0,7,0,13,1.5,1,1,2,2,3,3.285714,3.285714,3.285714,3,3.285714,1,0.25,0,0,0,0,13.714286,19.346939,19.346939,19.346939,13.714286,19.346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.857143,0.857143,0.857143,0.857143,0.857143,0.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,MATRIX
5574,2.333333,2.888889,6,3,0.222222,0,6,0,9,1.666667,1.666667,1.666667,1.666667,1.666667,2.5,3.666667,3.666667,3.666667,3.666667,2.5,8.666667,0.222222,0.222222,0.222222,0.222222,0.222222,11.25,13.888889,13.888889,13.888889,13.888889,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.666667,0.833333,0.833333,0.833333,0.833333,0.833333,0.333333,1,1,1,1,0.333333,1,0.666667,0.666667,0.666667,0.666667,0.666667,0,1,1,1,1,0.666667,0.666667,0.833333,0.833333,0.833333,0.833333,0.833333,MATRIX
5575,2.2,4.6,5,3,0.266667,0,5,0,12.666667,2.333333,2.333333,2.333333,2,3.666667,6,3.6,3.6,3.6,3.6,4.2,14.222222,0.222222,0.222222,0.222222,0,2.888889,38.4,10.24,10.24,10.24,10.24,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,MATRIX
5577,1.666667,3.888889,6,3,0.277778,0,6,0,11.333333,2.333333,2.333333,2.333333,2.333333,2.666667,5.333333,2.833333,2.833333,2.833333,2.833333,3.5,16.888889,3.555556,3.555556,3.555556,3.555556,5.555556,0.222222,16.805556,16.805556,16.805556,16.805556,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.666667,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.5,0.833333,0.833333,0.833333,0.833333,0.833333,MATRIX
5580,1.533333,1.044444,15,3,0.155556,0,15,0,2,1,1,1,1,1.666667,1,1.066667,1.066667,1.066667,1.066667,1.066667,2,0,0,0,0,0.888889,0.4,0.328889,0.328889,0.328889,0.328889,0.328889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.6,0.866667,0.866667,0.866667,0.866667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.6,0.866667,0.866667,0.866667,0.866667,0.8,MATRIX
5582,-12.733333,3.967843,17,75,0.12549,0,17,0,14.04,3.653333,3.36,3.36,2.08,1.6,25.588235,3.352941,3.882353,3.882353,4.235294,3.235294,17.131733,12.733156,8.2304,8.2304,1.620267,1.493333,127.653979,3.99308,18.574394,18.574394,2.297578,2.415225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106667,0,0,0,0.093333,0.026667,0,0,0,0,0.058824,0,0.026667,0.96,0.946667,0.946667,0.986667,1,0.882353,0.941176,0.941176,0.941176,0.941176,0.941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946667,0.933333,0.933333,0.893333,0.96,0,0.941176,0.941176,0.941176,0.882353,0.941176,MATRIX
5589,9,14.277778,6,9,0,0,6,0,41.555556,8.777778,8.777778,8.777778,8.888889,8.888889,6.166667,9.666667,16.833333,16.833333,15.333333,23,621.135802,3.061728,3.061728,3.061728,3.209877,3.209877,23.472222,2.222222,276.472222,276.472222,142.222222,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222,0.888889,0.888889,0.888889,0.888889,0.888889,0,0.833333,0.833333,0.833333,0.833333,1,0,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.111111,0.111111,0.111111,0.111111,0.833333,0,0,0,0,0,MATRIX
5593,9,8.984127,7,9,0.142857,0,7,0,30.444444,5.444444,5.444444,5.444444,5.555556,5.555556,18.714286,9,9.428571,9.428571,6.428571,7.428571,134.91358,26.691358,26.691358,26.691358,26.246914,26.246914,9.918367,216,199.387755,199.387755,35.387755,70.530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444,1,1,1,1,1,0.857143,0.857143,0.857143,0.857143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MATRIX
5599,3,4.857143,7,3,0.142857,0,7,0,6.333333,4.333333,4.666667,4.666667,4.666667,4.666667,2.714286,5.714286,5.714286,5.714286,5.714286,6.142857,2.888889,5.555556,3.555556,3.555556,3.555556,3.555556,4.77551,0.489796,0.489796,0.489796,0.489796,0.122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.857143,0.857143,0.857143,0.857143,0.857143,0.857143,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0.333333,0.857143,0,0,0,0,0,MATRIX
5603,-4.5,6.53125,8,8,0.21875,0,8,0,21.5,4.375,4.625,4.625,4,4,7.375,5,5.5,5.5,5.75,9,251.25,3.234375,1.984375,1.984375,2.5,1.5,6.234375,7,16,16,25.1875,217.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.875,0.875,0.875,0.875,0.875,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.875,0.875,0.875,0.875,0,0.875,0.875,0.875,0.875,0.875,MATRIX
5604,-0.714286,1.5,14,3,0.380952,0,14,0,2.666667,1.333333,1.333333,1.333333,1.666667,1.666667,1.928571,1.071429,1.071429,1.071429,1.071429,1.5,0.222222,0.222222,0.222222,0.222222,0.222222,0.888889,0.352041,0.352041,0.352041,0.352041,0.352041,0.678571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,1,1,0.666667,0.666667,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0,0.666667,0.666667,0.666667,0.666667,0.666667,0,0.857143,0.857143,0.857143,0.857143,0.857143,MATRIX
5605,1.727273,1.454545,11,3,0.151515,0,11,0,5.333333,1,1,1,1.333333,1,0.909091,1.818182,1.818182,1.818182,1.818182,1.636364,14.222222,0,0,0,0.222222,0,0.082645,3.966942,3.966942,3.966942,3.966942,4.049587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.636364,0.909091,0.909091,0.909091,0.909091,0.909091,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.636364,0.909091,0.909091,0.909091,0.909091,0.909091,MATRIX
5606,1.363636,1.818182,11,3,0.121212,0,11,0,10,1,1,1,1,1,1,2,2,2,2,2.454545,44.666667,0,0,0,0,0,0,10,10,10,10,21.157025,0.666667,0,0,0,0,0,0,0.090909,0.090909,0.090909,0.090909,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.636364,0.909091,0.909091,0.909091,0.909091,0.818182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.636364,0.909091,0.909091,0.909091,0.909091,0.818182,MATRIX
5607,1.181818,1.818182,11,3,0.151515,0,11,0,9.666667,1,1,1,1.333333,1,1,2.090909,2.090909,2.090909,2.090909,2.363636,38.222222,0,0,0,0.222222,0,0,11.900826,11.900826,11.900826,11.900826,16.049587,0.333333,0,0,0,0,0,0,0,0,0,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.636364,0.909091,0.909091,0.909091,0.909091,0.818182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.636364,0.909091,0.909091,0.909091,0.909091,0.818182,MATRIX
5608,1.727273,2.363636,11,3,0.151515,0,11,0,16,1,1,1,1,1,0.909091,3.363636,3.363636,3.363636,3.363636,2.818182,134,0,0,0,0,0,0.082645,55.867769,55.867769,55.867769,55.867769,33.057851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.636364,0.909091,0.909091,0.909091,0.909091,0.909091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.636364,0.909091,0.909091,0.909091,0.909091,0.909091,MATRIX
5609,2.142857,2.428571,7,3,0.047619,0,7,0,8,1.333333,1.333333,1.333333,1,2.333333,1.285714,3.285714,3.285714,3.285714,3.285714,2.714286,28.666667,0.222222,0.222222,0.222222,0,0.222222,0.489796,19.346939,19.346939,19.346939,19.346939,6.77551,0.666667,0,0,0,0,0,0,0.142857,0.142857,0.142857,0.142857,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.857143,0.857143,0.857143,0.857143,0.857143,0.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.714286,0.857143,0.857143,0.857143,0.857143,0.857143,MATRIX
5611,2,4.583333,4,3,0.333333,0,4,0,11,2,2,2,2,3.333333,6.75,4.25,4.25,4.25,4.25,2.75,24,0,0,0,0,3.555556,37.6875,15.1875,15.1875,15.1875,15.1875,1.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.5,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.5,0.75,0.75,0.75,0.75,0.75,MATRIX
5612,2,4.75,4,3,0.333333,0,4,0,11.666667,2,2,2,2,3.333333,6.75,3.5,3.5,3.5,3.5,4,14.888889,0,0,0,0,3.555556,37.6875,6.75,6.75,6.75,6.75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.5,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.5,0.75,0.75,0.75,0.75,0.75,MATRIX
5613,2,6.083333,4,3,0.333333,0,4,0,17,2,2,2,2,3.333333,6.75,5.75,5.75,5.75,5.75,5.75,0,0,0,0,0,3.555556,37.6875,42.1875,42.1875,42.1875,42.1875,42.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.5,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.5,0.75,0.75,0.75,0.75,0.75,MATRIX
5614,2,6.25,4,3,0.333333,0,4,0,17.666667,2,2,2,2,3.333333,6.75,6.25,6.25,6.25,6.25,5.75,0.888889,0,0,0,0,3.555556,37.6875,54.1875,54.1875,54.1875,54.1875,42.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.5,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.5,0.75,0.75,0.75,0.75,0.75,MATRIX
5615,2,5.333333,4,3,0.333333,0,4,0,13.333333,2,2.333333,2.333333,2.333333,3.666667,6.75,4,4,4,4,5.25,14.888889,0,0.222222,0.222222,0.222222,2.888889,37.6875,5.5,5.5,5.5,5.5,31.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.5,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.5,0.75,0.75,0.75,0.75,0.75,MATRIX
5617,6.833333,6.317073,6.833333,5.857143,0.146341,0.372678,7,0.349927,9.666667,6.833333,6.166667,6.166667,9,1,24,3.285714,3.285714,3.285714,3.142857,3.285714,13.888889,52.472222,23.472222,23.472222,320,0,128.666667,5.061224,5.061224,5.061224,5.55102,5.632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,1,1,0.166667,1,1,1,1,1,0.166667,0.166667,0.166667,0.166667,0.166667,0,1,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,1,0,0.857143,0.857143,0.857143,0.857143,0.857143,MATRIX
5618,6.833333,6.292683,6.833333,5.857143,0.146341,0.372678,7,0.349927,9.666667,7,6.166667,6.166667,9,1,24,3.142857,3.285714,3.285714,3.285714,3.285714,13.888889,51.333333,23.472222,23.472222,320,0,128.666667,5.55102,5.632653,5.632653,5.632653,5.632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,1,1,0.166667,1,1,1,1,1,0.166667,0.166667,0.166667,0.166667,0.166667,0,1,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,1,0,0.857143,0.857143,0.857143,0.857143,0.857143,MATRIX
